1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
"[-216, 28, 164]","[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]"
"[-216, 28, 0]","[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]"
"[73, 34, 181]","[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]"
"[73, 34, 0]","[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]"
"[78, 33, 169]","[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]"
"[84, 33, 129]","[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]"
"[84, 33, 0]","[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]"
"[85, 31, 70]","[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]"
"[85, 31, 0]","[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]"
"[84, 31, 22]","[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]"
"[84, 31, 0]","[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]"
"[79, 30, 171]","[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]"
"[76, 30, 62]","[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]"
"[76, 30, 0]","[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]"
"[69, 30, 230]","[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]"
"[69, 30, 0]","[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]"
"[65, 29, 131]","[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]"
"[65, 29, 0]","[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]"
"[60, 28, 173]","[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]"
"[60, 28, 0]","[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]"
"[53, 28, 222]","[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]"
"[49, 27, 92]","[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]"
"[49, 27, 0]","[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]"
"[42, 26, 221]","[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]"
"[42, 26, 0]","[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]"
"[37, 25, 162]","[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]"
"[37, 25, 0]","[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]"
"[32, 25, 156]","[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]"
"[32, 25, 0]","[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]"
"[20, 23, 129]","[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]"
"[20, 23, 0]","[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]"
"[13, 23, 228]","[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]"
"[13, 23, 0]","[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]"
"[7, 23, 201]","[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]"
"[7, 23, 0]","[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]"
"[1, 22, 197]","[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]"
"[1, 22, 0]","[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]"
"[-4, 21, 169]","[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]"
"[-4, 21, 0]","[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]"
"[-10, 22, 196]","[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]"
"[-10, 22, 0]","[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]"
"[-15, 22, 154]","[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]"
"[-21, 21, 131]","[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]"
"[-21, 21, 0]","[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]","[-149, 24, 190]"
"[-27, 21, 201]","[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]","[-149, 24, 190]","[-149, 24, 0]"
"[-27, 21, 0]","[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]","[-149, 24, 190]","[-149, 24, 0]","[-151, 25, 72]"
"[-32, 20, 105]","[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]","[-149, 24, 190]","[-149, 24, 0]","[-151, 25, 72]","[-151, 25, 0]"
"[-32, 20, 0]","[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]","[-149, 24, 190]","[-149, 24, 0]","[-151, 25, 72]","[-151, 25, 0]","[-151, 26, 32]"
"[-39, 20, 228]","[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]","[-149, 24, 190]","[-149, 24, 0]","[-151, 25, 72]","[-151, 25, 0]","[-151, 26, 32]","[-151, 26, 0]"
"[-45, 21, 191]","[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]","[-149, 24, 190]","[-149, 24, 0]","[-151, 25, 72]","[-151, 25, 0]","[-151, 26, 32]","[-151, 26, 0]","[-148, 28, 115]"
"[-45, 21, 0]","[-50, 20, 167]","[-50, 20, 0]","[-70, 20, 142]","[-70, 20, 0]","[-79, 21, 190]","[-79, 21, 0]","[-134, 21, 122]","[-134, 21, 0]","[-143, 23, 314]","[-143, 23, 0]","[-140, 23, 96]","[-149, 24, 190]","[-149, 24, 0]","[-151, 25, 72]","[-151, 25, 0]","[-151, 26, 32]","[-151, 26, 0]","[-148, 28, 115]","[-148, 28, 0]"
